Genome_ID	Species	Accession	Gene_ID	Module_ID	Catalog_gene_symbol	locus_tag	Prokka_gene	EC_number	product	Evidence
LABG_0006	Bacteroides xylanisolvens	GCF_018289135.1	GC018	FM03	rpi	LABG0006_00772	rpiB	5.3.1.6	Ribose-5-phosphate isomerase B	EC
LABG_0006	Bacteroides xylanisolvens	GCF_018289135.1	GC016	FM03	gnd	LABG0006_00935	gnd	1.1.1.44	6-phosphogluconate dehydrogenase, decarboxylating	gene+EC
LABG_0006	Bacteroides xylanisolvens	GCF_018289135.1	GC014	FM03	zwf	LABG0006_00936	zwf	1.1.1.49	Glucose-6-phosphate 1-dehydrogenase	gene+EC
LABG_0006	Bacteroides xylanisolvens	GCF_018289135.1	GC015	FM03	pgl	LABG0006_00937	pgl_2	3.1.1.31	6-phosphogluconolactonase	gene+EC
LABG_0006	Bacteroides xylanisolvens	GCF_018289135.1	GC012	FM02	ldhD	LABG0006_02214	ldhA	1.1.1.28	D-lactate dehydrogenase	EC
LABG_0006	Bacteroides xylanisolvens	GCF_018289135.1	GC033	FM07	ldhD	LABG0006_02214	ldhA	1.1.1.28	D-lactate dehydrogenase	EC
LABG_0006	Bacteroides xylanisolvens	GCF_018289135.1	GC004	FM01	fba	LABG0006_02321	fbaB_1	4.1.2.13	Fructose-bisphosphate aldolase class 1	EC
LABG_0006	Bacteroides xylanisolvens	GCF_018289135.1	GC008	FM01	pgm	LABG0006_02322	gpmA_1	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0006	Bacteroides xylanisolvens	GCF_018289135.1	GC007	FM01	pgk	LABG0006_02353	pgk	2.7.2.3	Phosphoglycerate kinase	gene+EC
LABG_0006	Bacteroides xylanisolvens	GCF_018289135.1	GC004	FM01	fba	LABG0006_02373	fda	4.1.2.13	Fructose-bisphosphate aldolase	EC
LABG_0006	Bacteroides xylanisolvens	GCF_018289135.1	GC003	FM01	pfk	LABG0006_02424	pfkB	2.7.1.11	ATP-dependent 6-phosphofructokinase	EC
LABG_0006	Bacteroides xylanisolvens	GCF_018289135.1	GC018	FM03	rpi	LABG0006_02753	rpiA	5.3.1.6	Ribose-5-phosphate isomerase A	EC
LABG_0006	Bacteroides xylanisolvens	GCF_018289135.1	GC003	FM01	pfk	LABG0006_02787	pfkA_1	2.7.1.11	ATP-dependent 6-phosphofructokinase 1	EC
LABG_0006	Bacteroides xylanisolvens	GCF_018289135.1	GC024	FM06	alsS	LABG0006_02806	ilvH	2.2.1.6	Acetolactate synthase isozyme 3 small subunit	EC
LABG_0006	Bacteroides xylanisolvens	GCF_018289135.1	GC024	FM06	alsS	LABG0006_02807	ilvG	2.2.1.6	Acetolactate synthase isozyme 2 large subunit	EC
LABG_0006	Bacteroides xylanisolvens	GCF_018289135.1	GC002	FM01	pgi	LABG0006_02872	pgi	5.3.1.9	Glucose-6-phosphate isomerase	gene+EC
LABG_0006	Bacteroides xylanisolvens	GCF_018289135.1	GC004	FM01	fba	LABG0006_03028	fbaB_2	4.1.2.13	Fructose-bisphosphate aldolase class 1	EC
LABG_0006	Bacteroides xylanisolvens	GCF_018289135.1	GC008	FM01	pgm	LABG0006_03029	gpmA_2	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0006	Bacteroides xylanisolvens	GCF_018289135.1	GC003	FM01	pfk	LABG0006_03032	pfkA_2	2.7.1.11	ATP-dependent 6-phosphofructokinase 1	EC
LABG_0006	Bacteroides xylanisolvens	GCF_018289135.1	GC001	FM01	glk	LABG0006_03195	glk_2	2.7.1.2	Glucokinase	gene+EC
LABG_0006	Bacteroides xylanisolvens	GCF_018289135.1	GC010	FM01	pyk	LABG0006_03609	pyk	2.7.1.40	Pyruvate kinase	gene+EC
LABG_0006	Bacteroides xylanisolvens	GCF_018289135.1	GC001	FM01	glk	LABG0006_04182	glcK	2.7.1.2	Glucokinase	EC
LABG_0006	Bacteroides xylanisolvens	GCF_018289135.1	GC003	FM01	pfk	LABG0006_04220	pfkA2	2.7.1.11	ATP-dependent 6-phosphofructokinase 2	EC
LABG_0006	Bacteroides xylanisolvens	GCF_018289135.1	GC019	FM04	pta	LABG0006_04623	pta	2.3.1.8	Phosphate acetyltransferase	gene+EC
LABG_0006	Bacteroides xylanisolvens	GCF_018289135.1	GC020	FM04	ackA	LABG0006_04624	ackA	2.7.2.1	Acetate kinase	gene+EC
LABG_0006	Bacteroides xylanisolvens	GCF_018289135.1	GC005	FM01	tpi	LABG0006_04876	tpiA	5.3.1.1	Triosephosphate isomerase	EC
LABG_0006	Bacteroides xylanisolvens	GCF_018289135.1	GC017	FM03	rpe	LABG0006_04904	rpe	5.1.3.1	Ribulose-phosphate 3-epimerase	gene+EC
LABG_0006	Bacteroides xylanisolvens	GCF_018289135.1	GC006	FM01	gap	LABG0006_05220	gapA	1.2.1.12	Glyceraldehyde-3-phosphate dehydrogenase A	EC
LABG_0007	Bifidobacterium adolescentis	GCF_000010425.1	GC004	FM01	fba	LABG0007_00073	fba	4.1.2.13	Fructose-bisphosphate aldolase	gene+EC
LABG_0007	Bifidobacterium adolescentis	GCF_000010425.1	GC024	FM06	alsS	LABG0007_00237	ilvH	2.2.1.6	Putative acetolactate synthase small subunit	EC
LABG_0007	Bifidobacterium adolescentis	GCF_000010425.1	GC024	FM06	alsS	LABG0007_00238	ilvB1	2.2.1.6	Acetolactate synthase large subunit IlvB1	EC
LABG_0007	Bifidobacterium adolescentis	GCF_000010425.1	GC002	FM01	pgi	LABG0007_00250	pgi	5.3.1.9	Glucose-6-phosphate isomerase	gene+EC
LABG_0007	Bifidobacterium adolescentis	GCF_000010425.1	GC021	FM05	adhE	LABG0007_00344	adhE		Aldehyde-alcohol dehydrogenase	gene
LABG_0007	Bifidobacterium adolescentis	GCF_000010425.1	GC031	FM07	adhE	LABG0007_00344	adhE		Aldehyde-alcohol dehydrogenase	gene
LABG_0007	Bifidobacterium adolescentis	GCF_000010425.1	GC018	FM03	rpi	LABG0007_00387	rpiA	5.3.1.6	Ribose-5-phosphate isomerase A	EC
LABG_0007	Bifidobacterium adolescentis	GCF_000010425.1	GC008	FM01	pgm	LABG0007_00391	pgm	5.4.2.2	Phosphoglucomutase	gene
LABG_0007	Bifidobacterium adolescentis	GCF_000010425.1	GC008	FM01	pgm	LABG0007_00406	gpmA_1	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0007	Bifidobacterium adolescentis	GCF_000010425.1	GC008	FM01	pgm	LABG0007_00667	gpmA_2	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0007	Bifidobacterium adolescentis	GCF_000010425.1	GC016	FM03	gnd	LABG0007_00675	gnd	1.1.1.44	6-phosphogluconate dehydrogenase, decarboxylating	gene+EC
LABG_0007	Bifidobacterium adolescentis	GCF_000010425.1	GC015	FM03	pgl	LABG0007_00676	pgl	3.1.1.31	6-phosphogluconolactonase	gene+EC
LABG_0007	Bifidobacterium adolescentis	GCF_000010425.1	GC014	FM03	zwf	LABG0007_00678	zwf2	1.1.1.49	Glucose-6-phosphate 1-dehydrogenase 2	EC
LABG_0007	Bifidobacterium adolescentis	GCF_000010425.1	GC009	FM01	eno	LABG0007_00693	eno	4.2.1.11	Enolase	gene+EC
LABG_0007	Bifidobacterium adolescentis	GCF_000010425.1	GC010	FM01	pyk	LABG0007_00727	pyk	2.7.1.40	Pyruvate kinase	gene+EC
LABG_0007	Bifidobacterium adolescentis	GCF_000010425.1	GC013	FM03	xfp	LABG0007_00739	xfp	4.1.2.22	Xylulose-5-phosphate/fructose-6-phosphate phosphoketolase	gene
LABG_0007	Bifidobacterium adolescentis	GCF_000010425.1	GC020	FM04	ackA	LABG0007_00741	ackA	2.7.2.1	Acetate kinase	gene+EC
LABG_0007	Bifidobacterium adolescentis	GCF_000010425.1	GC008	FM01	pgm	LABG0007_00750	gpmA_3	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0007	Bifidobacterium adolescentis	GCF_000010425.1	GC017	FM03	rpe	LABG0007_00853	rpe	5.1.3.1	Ribulose-phosphate 3-epimerase	gene+EC
LABG_0007	Bifidobacterium adolescentis	GCF_000010425.1	GC005	FM01	tpi	LABG0007_00903	tpiA	5.3.1.1	Triosephosphate isomerase	EC
LABG_0007	Bifidobacterium adolescentis	GCF_000010425.1	GC007	FM01	pgk	LABG0007_00904	pgk	2.7.2.3	Phosphoglycerate kinase	gene+EC
LABG_0007	Bifidobacterium adolescentis	GCF_000010425.1	GC023	FM06	pfl	LABG0007_01076	pflB	2.3.1.54	Formate acetyltransferase 1	EC
LABG_0007	Bifidobacterium adolescentis	GCF_000010425.1	GC006	FM01	gap	LABG0007_01163	gap	1.2.1.12	Glyceraldehyde-3-phosphate dehydrogenase	gene+EC
LABG_0007	Bifidobacterium adolescentis	GCF_000010425.1	GC003	FM01	pfk	LABG0007_01180	pfkB	2.7.1.11	ATP-dependent 6-phosphofructokinase	EC
LABG_0007	Bifidobacterium adolescentis	GCF_000010425.1	GC011	FM02	ldh	LABG0007_01201	ldh2	1.1.1.27	L-lactate dehydrogenase 2	EC
LABG_0007	Bifidobacterium adolescentis	GCF_000010425.1	GC032	FM07	ldh	LABG0007_01201	ldh2	1.1.1.27	L-lactate dehydrogenase 2	EC
LABG_0007	Bifidobacterium adolescentis	GCF_000010425.1	GC008	FM01	pgm	LABG0007_01664	gpmA_4	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0008	Bifidobacterium bifidum	GCF_001025135.1	GC004	FM01	fba	LABG0008_00145	fba	4.1.2.13	Fructose-bisphosphate aldolase	gene+EC
LABG_0008	Bifidobacterium bifidum	GCF_001025135.1	GC024	FM06	alsS	LABG0008_00355	ilvB1	2.2.1.6	Acetolactate synthase large subunit IlvB1	EC
LABG_0008	Bifidobacterium bifidum	GCF_001025135.1	GC024	FM06	alsS	LABG0008_00356	ilvH	2.2.1.6	Acetolactate synthase small subunit	EC
LABG_0008	Bifidobacterium bifidum	GCF_001025135.1	GC002	FM01	pgi	LABG0008_00364	pgi	5.3.1.9	Glucose-6-phosphate isomerase	gene+EC
LABG_0008	Bifidobacterium bifidum	GCF_001025135.1	GC011	FM02	ldh	LABG0008_00552	ldh2	1.1.1.27	L-lactate dehydrogenase 2	EC
LABG_0008	Bifidobacterium bifidum	GCF_001025135.1	GC032	FM07	ldh	LABG0008_00552	ldh2	1.1.1.27	L-lactate dehydrogenase 2	EC
LABG_0008	Bifidobacterium bifidum	GCF_001025135.1	GC003	FM01	pfk	LABG0008_00575	pfkB	2.7.1.11	ATP-dependent 6-phosphofructokinase	EC
LABG_0008	Bifidobacterium bifidum	GCF_001025135.1	GC006	FM01	gap	LABG0008_00601	gap	1.2.1.12	Glyceraldehyde-3-phosphate dehydrogenase	gene+EC
LABG_0008	Bifidobacterium bifidum	GCF_001025135.1	GC009	FM01	eno	LABG0008_00731	eno	4.2.1.11	Enolase	gene+EC
LABG_0008	Bifidobacterium bifidum	GCF_001025135.1	GC010	FM01	pyk	LABG0008_00768	pyk	2.7.1.40	Pyruvate kinase	gene+EC
LABG_0008	Bifidobacterium bifidum	GCF_001025135.1	GC020	FM04	ackA	LABG0008_00790	ackA	2.7.2.1	Acetate kinase	gene+EC
LABG_0008	Bifidobacterium bifidum	GCF_001025135.1	GC013	FM03	xfp	LABG0008_00796	xfp	4.1.2.22	Xylulose-5-phosphate/fructose-6-phosphate phosphoketolase	gene
LABG_0008	Bifidobacterium bifidum	GCF_001025135.1	GC008	FM01	pgm	LABG0008_00827	gpmA_1	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0008	Bifidobacterium bifidum	GCF_001025135.1	GC021	FM05	adhE	LABG0008_00974	adh	1.1.1.1	Alcohol dehydrogenase	EC
LABG_0008	Bifidobacterium bifidum	GCF_001025135.1	GC022	FM05	adh	LABG0008_00974	adh	1.1.1.1	Alcohol dehydrogenase	gene+EC
LABG_0008	Bifidobacterium bifidum	GCF_001025135.1	GC031	FM07	adhE	LABG0008_00974	adh	1.1.1.1	Alcohol dehydrogenase	EC
LABG_0008	Bifidobacterium bifidum	GCF_001025135.1	GC017	FM03	rpe	LABG0008_01015	rpe	5.1.3.1	Ribulose-phosphate 3-epimerase	gene+EC
LABG_0008	Bifidobacterium bifidum	GCF_001025135.1	GC011	FM02	ldh	LABG0008_01054	ldh	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0008	Bifidobacterium bifidum	GCF_001025135.1	GC032	FM07	ldh	LABG0008_01054	ldh	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0008	Bifidobacterium bifidum	GCF_001025135.1	GC005	FM01	tpi	LABG0008_01056	tpiA	5.3.1.1	Triosephosphate isomerase	EC
LABG_0008	Bifidobacterium bifidum	GCF_001025135.1	GC007	FM01	pgk	LABG0008_01057	pgk	2.7.2.3	Phosphoglycerate kinase	gene+EC
LABG_0008	Bifidobacterium bifidum	GCF_001025135.1	GC008	FM01	pgm	LABG0008_01195	gpmA_2	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0008	Bifidobacterium bifidum	GCF_001025135.1	GC023	FM06	pfl	LABG0008_01257	pflB	2.3.1.54	Formate acetyltransferase 1	EC
LABG_0008	Bifidobacterium bifidum	GCF_001025135.1	GC029	FM07	noxE	LABG0008_01396	nox	1.6.3.4	NADH oxidase	EC
LABG_0008	Bifidobacterium bifidum	GCF_001025135.1	GC001	FM01	glk	LABG0008_01445	glkA	2.7.1.2	Glucokinase	EC
LABG_0008	Bifidobacterium bifidum	GCF_001025135.1	GC008	FM01	pgm	LABG0008_01518	gpmA_3	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0008	Bifidobacterium bifidum	GCF_001025135.1	GC016	FM03	gnd	LABG0008_01529	gnd	1.1.1.44	6-phosphogluconate dehydrogenase, decarboxylating	gene+EC
LABG_0008	Bifidobacterium bifidum	GCF_001025135.1	GC015	FM03	pgl	LABG0008_01531	pgl	3.1.1.31	6-phosphogluconolactonase	gene+EC
LABG_0008	Bifidobacterium bifidum	GCF_001025135.1	GC014	FM03	zwf	LABG0008_01533	zwf2	1.1.1.49	Glucose-6-phosphate 1-dehydrogenase 2	EC
LABG_0008	Bifidobacterium bifidum	GCF_001025135.1	GC008	FM01	pgm	LABG0008_01546	pgm	5.4.2.2	Phosphoglucomutase	gene
LABG_0008	Bifidobacterium bifidum	GCF_001025135.1	GC018	FM03	rpi	LABG0008_01550	rpiA	5.3.1.6	Ribose-5-phosphate isomerase A	EC
LABG_0008	Bifidobacterium bifidum	GCF_001025135.1	GC025	FM06	alsD	LABG0008_01597	aldC	4.1.1.5	Alpha-acetolactate decarboxylase	EC
LABG_0008	Bifidobacterium bifidum	GCF_001025135.1	GC021	FM05	adhE	LABG0008_01598	adhE		Aldehyde-alcohol dehydrogenase	gene
LABG_0008	Bifidobacterium bifidum	GCF_001025135.1	GC031	FM07	adhE	LABG0008_01598	adhE		Aldehyde-alcohol dehydrogenase	gene
LABG_0009	Bifidobacterium breve	GCF_001025175.1	GC004	FM01	fba	LABG0009_00085	fba	4.1.2.13	Fructose-bisphosphate aldolase	gene+EC
LABG_0009	Bifidobacterium breve	GCF_001025175.1	GC001	FM01	glk	LABG0009_00139	glk	2.7.1.2	Glucokinase	gene+EC
LABG_0009	Bifidobacterium breve	GCF_001025175.1	GC015	FM03	pgl	LABG0009_00173	pgl_1	3.1.1.31	6-phosphogluconolactonase	gene+EC
LABG_0009	Bifidobacterium breve	GCF_001025175.1	GC016	FM03	gnd	LABG0009_00192	gndA	1.1.1.44	6-phosphogluconate dehydrogenase, NADP(+)-dependent, decarboxylating	EC
LABG_0009	Bifidobacterium breve	GCF_001025175.1	GC015	FM03	pgl	LABG0009_00193	pgl_2	3.1.1.31	6-phosphogluconolactonase	gene+EC
LABG_0009	Bifidobacterium breve	GCF_001025175.1	GC014	FM03	zwf	LABG0009_00195	zwf2	1.1.1.49	Glucose-6-phosphate 1-dehydrogenase 2	EC
LABG_0009	Bifidobacterium breve	GCF_001025175.1	GC024	FM06	alsS	LABG0009_00341	ilvH	2.2.1.6	Acetolactate synthase small subunit	EC
LABG_0009	Bifidobacterium breve	GCF_001025175.1	GC024	FM06	alsS	LABG0009_00342	ilvB1	2.2.1.6	Acetolactate synthase large subunit IlvB1	EC
LABG_0009	Bifidobacterium breve	GCF_001025175.1	GC002	FM01	pgi	LABG0009_00358	pgi	5.3.1.9	Glucose-6-phosphate isomerase	gene+EC
LABG_0009	Bifidobacterium breve	GCF_001025175.1	GC021	FM05	adhE	LABG0009_00553	adh	1.1.1.1	Alcohol dehydrogenase	EC
LABG_0009	Bifidobacterium breve	GCF_001025175.1	GC022	FM05	adh	LABG0009_00553	adh	1.1.1.1	Alcohol dehydrogenase	gene+EC
LABG_0009	Bifidobacterium breve	GCF_001025175.1	GC031	FM07	adhE	LABG0009_00553	adh	1.1.1.1	Alcohol dehydrogenase	EC
LABG_0009	Bifidobacterium breve	GCF_001025175.1	GC009	FM01	eno	LABG0009_00682	eno	4.2.1.11	Enolase	gene+EC
LABG_0009	Bifidobacterium breve	GCF_001025175.1	GC010	FM01	pyk	LABG0009_00715	pyk	2.7.1.40	Pyruvate kinase	gene+EC
LABG_0009	Bifidobacterium breve	GCF_001025175.1	GC020	FM04	ackA	LABG0009_00731	ackA	2.7.2.1	Acetate kinase	gene+EC
LABG_0009	Bifidobacterium breve	GCF_001025175.1	GC013	FM03	xfp	LABG0009_00751	xfp	4.1.2.22	Xylulose-5-phosphate/fructose-6-phosphate phosphoketolase	gene
LABG_0009	Bifidobacterium breve	GCF_001025175.1	GC023	FM06	pfl	LABG0009_00764	pflB	2.3.1.54	Formate acetyltransferase 1	EC
LABG_0009	Bifidobacterium breve	GCF_001025175.1	GC001	FM01	glk	LABG0009_00821	glkA_1	2.7.1.2	Glucokinase	EC
LABG_0009	Bifidobacterium breve	GCF_001025175.1	GC008	FM01	pgm	LABG0009_00834	gpmA_1	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0009	Bifidobacterium breve	GCF_001025175.1	GC008	FM01	pgm	LABG0009_00868	gpmA_2	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0009	Bifidobacterium breve	GCF_001025175.1	GC007	FM01	pgk	LABG0009_00958	pgk	2.7.2.3	Phosphoglycerate kinase	gene+EC
LABG_0009	Bifidobacterium breve	GCF_001025175.1	GC005	FM01	tpi	LABG0009_00959	tpiA	5.3.1.1	Triosephosphate isomerase	EC
LABG_0009	Bifidobacterium breve	GCF_001025175.1	GC011	FM02	ldh	LABG0009_00961	ldh	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0009	Bifidobacterium breve	GCF_001025175.1	GC032	FM07	ldh	LABG0009_00961	ldh	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0009	Bifidobacterium breve	GCF_001025175.1	GC017	FM03	rpe	LABG0009_01012	rpe	5.1.3.1	Ribulose-phosphate 3-epimerase	gene+EC
LABG_0009	Bifidobacterium breve	GCF_001025175.1	GC006	FM01	gap	LABG0009_01262	gap	1.2.1.12	Glyceraldehyde-3-phosphate dehydrogenase	gene+EC
LABG_0009	Bifidobacterium breve	GCF_001025175.1	GC001	FM01	glk	LABG0009_01279	glcK	2.7.1.2	Glucokinase	EC
LABG_0009	Bifidobacterium breve	GCF_001025175.1	GC003	FM01	pfk	LABG0009_01281	pfkB	2.7.1.11	ATP-dependent 6-phosphofructokinase	EC
LABG_0009	Bifidobacterium breve	GCF_001025175.1	GC011	FM02	ldh	LABG0009_01370	ldh2	1.1.1.27	L-lactate dehydrogenase 2	EC
LABG_0009	Bifidobacterium breve	GCF_001025175.1	GC032	FM07	ldh	LABG0009_01370	ldh2	1.1.1.27	L-lactate dehydrogenase 2	EC
LABG_0009	Bifidobacterium breve	GCF_001025175.1	GC001	FM01	glk	LABG0009_01569	glkA_2	2.7.1.2	Glucokinase	EC
LABG_0009	Bifidobacterium breve	GCF_001025175.1	GC008	FM01	pgm	LABG0009_01619	gpmA_3	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0009	Bifidobacterium breve	GCF_001025175.1	GC008	FM01	pgm	LABG0009_01642	pgm	5.4.2.2	Phosphoglucomutase	gene
LABG_0009	Bifidobacterium breve	GCF_001025175.1	GC018	FM03	rpi	LABG0009_01647	rpiA	5.3.1.6	Ribose-5-phosphate isomerase A	EC
LABG_0009	Bifidobacterium breve	GCF_001025175.1	GC025	FM06	alsD	LABG0009_01691	aldC	4.1.1.5	Alpha-acetolactate decarboxylase	EC
LABG_0009	Bifidobacterium breve	GCF_001025175.1	GC021	FM05	adhE	LABG0009_01693	adhE		Aldehyde-alcohol dehydrogenase	gene
LABG_0009	Bifidobacterium breve	GCF_001025175.1	GC031	FM07	adhE	LABG0009_01693	adhE		Aldehyde-alcohol dehydrogenase	gene
LABG_0009	Bifidobacterium breve	GCF_001025175.1	GC029	FM07	noxE	LABG0009_01818	nox	1.6.3.4	NADH oxidase	EC
LABG_0010	Bifidobacterium dentium	GCF_001042595.1	GC004	FM01	fba	LABG0010_00085	fba	4.1.2.13	Fructose-bisphosphate aldolase	gene+EC
LABG_0010	Bifidobacterium dentium	GCF_001042595.1	GC024	FM06	alsS	LABG0010_00311	ilvH	2.2.1.6	Putative acetolactate synthase small subunit	EC
LABG_0010	Bifidobacterium dentium	GCF_001042595.1	GC024	FM06	alsS	LABG0010_00312	ilvB1	2.2.1.6	Acetolactate synthase large subunit IlvB1	EC
LABG_0010	Bifidobacterium dentium	GCF_001042595.1	GC002	FM01	pgi	LABG0010_00328	pgi	5.3.1.9	Glucose-6-phosphate isomerase	gene+EC
LABG_0010	Bifidobacterium dentium	GCF_001042595.1	GC021	FM05	adhE	LABG0010_00420	adhE		Aldehyde-alcohol dehydrogenase	gene
LABG_0010	Bifidobacterium dentium	GCF_001042595.1	GC031	FM07	adhE	LABG0010_00420	adhE		Aldehyde-alcohol dehydrogenase	gene
LABG_0010	Bifidobacterium dentium	GCF_001042595.1	GC018	FM03	rpi	LABG0010_00470	rpiA	5.3.1.6	Ribose-5-phosphate isomerase A	EC
LABG_0010	Bifidobacterium dentium	GCF_001042595.1	GC008	FM01	pgm	LABG0010_00474	pgm	5.4.2.2	Phosphoglucomutase	gene
LABG_0010	Bifidobacterium dentium	GCF_001042595.1	GC008	FM01	pgm	LABG0010_00507	gpmA_1	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0010	Bifidobacterium dentium	GCF_001042595.1	GC008	FM01	pgm	LABG0010_00824	gpmA_2	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0010	Bifidobacterium dentium	GCF_001042595.1	GC016	FM03	gnd	LABG0010_00833	gnd	1.1.1.44	6-phosphogluconate dehydrogenase, decarboxylating	gene+EC
LABG_0010	Bifidobacterium dentium	GCF_001042595.1	GC015	FM03	pgl	LABG0010_00834	pgl	3.1.1.31	6-phosphogluconolactonase	gene+EC
LABG_0010	Bifidobacterium dentium	GCF_001042595.1	GC014	FM03	zwf	LABG0010_00836	zwf2	1.1.1.49	Glucose-6-phosphate 1-dehydrogenase 2	EC
LABG_0010	Bifidobacterium dentium	GCF_001042595.1	GC009	FM01	eno	LABG0010_00852	eno	4.2.1.11	Enolase	gene+EC
LABG_0010	Bifidobacterium dentium	GCF_001042595.1	GC010	FM01	pyk	LABG0010_00886	pyk	2.7.1.40	Pyruvate kinase	gene+EC
LABG_0010	Bifidobacterium dentium	GCF_001042595.1	GC013	FM03	xfp	LABG0010_00991	xfp	4.1.2.22	Xylulose-5-phosphate/fructose-6-phosphate phosphoketolase	gene
LABG_0010	Bifidobacterium dentium	GCF_001042595.1	GC020	FM04	ackA	LABG0010_00993	ackA	2.7.2.1	Acetate kinase	gene+EC
LABG_0010	Bifidobacterium dentium	GCF_001042595.1	GC008	FM01	pgm	LABG0010_01003	gpmA_3	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0010	Bifidobacterium dentium	GCF_001042595.1	GC021	FM05	adhE	LABG0010_01092		1.1.1.1	putative zinc-binding alcohol dehydrogenase	EC
LABG_0010	Bifidobacterium dentium	GCF_001042595.1	GC022	FM05	adh	LABG0010_01092		1.1.1.1	putative zinc-binding alcohol dehydrogenase	EC
LABG_0010	Bifidobacterium dentium	GCF_001042595.1	GC031	FM07	adhE	LABG0010_01092		1.1.1.1	putative zinc-binding alcohol dehydrogenase	EC
LABG_0010	Bifidobacterium dentium	GCF_001042595.1	GC007	FM01	pgk	LABG0010_01117	pgk	2.7.2.3	Phosphoglycerate kinase	gene+EC
LABG_0010	Bifidobacterium dentium	GCF_001042595.1	GC005	FM01	tpi	LABG0010_01120	tpiA	5.3.1.1	Triosephosphate isomerase	EC
LABG_0010	Bifidobacterium dentium	GCF_001042595.1	GC017	FM03	rpe	LABG0010_01173	rpe	5.1.3.1	Ribulose-phosphate 3-epimerase	gene+EC
LABG_0010	Bifidobacterium dentium	GCF_001042595.1	GC021	FM05	adhE	LABG0010_01334		1.1.1.1	Alcohol dehydrogenase	EC
LABG_0010	Bifidobacterium dentium	GCF_001042595.1	GC022	FM05	adh	LABG0010_01334		1.1.1.1	Alcohol dehydrogenase	EC
LABG_0010	Bifidobacterium dentium	GCF_001042595.1	GC031	FM07	adhE	LABG0010_01334		1.1.1.1	Alcohol dehydrogenase	EC
LABG_0010	Bifidobacterium dentium	GCF_001042595.1	GC023	FM06	pfl	LABG0010_01354	pflB	2.3.1.54	Formate acetyltransferase 1	EC
LABG_0010	Bifidobacterium dentium	GCF_001042595.1	GC006	FM01	gap	LABG0010_01480	gap	1.2.1.12	Glyceraldehyde-3-phosphate dehydrogenase	gene+EC
LABG_0010	Bifidobacterium dentium	GCF_001042595.1	GC003	FM01	pfk	LABG0010_01498	pfkB	2.7.1.11	ATP-dependent 6-phosphofructokinase	EC
LABG_0010	Bifidobacterium dentium	GCF_001042595.1	GC011	FM02	ldh	LABG0010_01521	ldh2	1.1.1.27	L-lactate dehydrogenase 2	EC
LABG_0010	Bifidobacterium dentium	GCF_001042595.1	GC032	FM07	ldh	LABG0010_01521	ldh2	1.1.1.27	L-lactate dehydrogenase 2	EC
LABG_0010	Bifidobacterium dentium	GCF_001042595.1	GC008	FM01	pgm	LABG0010_02138	gpmA_4	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0010	Bifidobacterium dentium	GCF_001042595.1	GC024	FM06	alsS	LABG0010_02196	alsS	2.2.1.6	Acetolactate synthase	gene+EC
LABG_0011	Bifidobacterium infantis	GCF_900637215.1	GC004	FM01	fba	LABG0011_00123	fba	4.1.2.13	Fructose-bisphosphate aldolase	gene+EC
LABG_0011	Bifidobacterium infantis	GCF_900637215.1	GC016	FM03	gnd	LABG0011_00212	gndA	1.1.1.44	6-phosphogluconate dehydrogenase, NADP(+)-dependent, decarboxylating	EC
LABG_0011	Bifidobacterium infantis	GCF_900637215.1	GC015	FM03	pgl	LABG0011_00213	pgl	3.1.1.31	6-phosphogluconolactonase	gene+EC
LABG_0011	Bifidobacterium infantis	GCF_900637215.1	GC014	FM03	zwf	LABG0011_00215	zwf2	1.1.1.49	Glucose-6-phosphate 1-dehydrogenase 2	EC
LABG_0011	Bifidobacterium infantis	GCF_900637215.1	GC024	FM06	alsS	LABG0011_00409	ilvH	2.2.1.6	Acetolactate synthase small subunit	EC
